modelo_id,variables,interacciones,n_variables,n_interacciones,n_terminos
28631,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + gained × habit_bin,7,2,9
28632,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + gained × marital_bin,7,2,9
28633,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + gained × whitemom_bin,7,2,9
28634,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + gained × mature_bin,7,2,9
28635,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + sex_bin × habit_bin,7,2,9
28636,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + sex_bin × marital_bin,7,2,9
28637,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + sex_bin × whitemom_bin,7,2,9
28638,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + sex_bin × mature_bin,7,2,9
28639,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + habit_bin × marital_bin,7,2,9
28640,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + habit_bin × whitemom_bin,7,2,9
28641,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + habit_bin × mature_bin,7,2,9
28642,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + marital_bin × whitemom_bin,7,2,9
28643,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + marital_bin × mature_bin,7,2,9
28644,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × marital_bin + whitemom_bin × mature_bin,7,2,9
28645,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + mage × mature_bin,7,2,9
28646,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + gained × sex_bin,7,2,9
28647,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + gained × habit_bin,7,2,9
28648,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + gained × marital_bin,7,2,9
28649,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + gained × whitemom_bin,7,2,9
28650,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + gained × mature_bin,7,2,9
28651,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + sex_bin × habit_bin,7,2,9
28652,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + sex_bin × marital_bin,7,2,9
28653,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + sex_bin × whitemom_bin,7,2,9
28654,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + sex_bin × mature_bin,7,2,9
28655,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + habit_bin × marital_bin,7,2,9
28656,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + habit_bin × whitemom_bin,7,2,9
28657,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + habit_bin × mature_bin,7,2,9
28658,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + marital_bin × whitemom_bin,7,2,9
28659,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + marital_bin × mature_bin,7,2,9
28660,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × whitemom_bin + whitemom_bin × mature_bin,7,2,9
28661,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + gained × sex_bin,7,2,9
28662,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + gained × habit_bin,7,2,9
28663,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + gained × marital_bin,7,2,9
28664,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + gained × whitemom_bin,7,2,9
28665,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + gained × mature_bin,7,2,9
28666,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + sex_bin × habit_bin,7,2,9
28667,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + sex_bin × marital_bin,7,2,9
28668,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + sex_bin × whitemom_bin,7,2,9
28669,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + sex_bin × mature_bin,7,2,9
28670,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + habit_bin × marital_bin,7,2,9
28671,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + habit_bin × whitemom_bin,7,2,9
28672,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + habit_bin × mature_bin,7,2,9
28673,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + marital_bin × whitemom_bin,7,2,9
28674,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + marital_bin × mature_bin,7,2,9
28675,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,mage × mature_bin + whitemom_bin × mature_bin,7,2,9
28676,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + gained × habit_bin,7,2,9
28677,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + gained × marital_bin,7,2,9
28678,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + gained × whitemom_bin,7,2,9
28679,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + gained × mature_bin,7,2,9
28680,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + sex_bin × habit_bin,7,2,9
28681,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + sex_bin × marital_bin,7,2,9
28682,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + sex_bin × whitemom_bin,7,2,9
28683,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + sex_bin × mature_bin,7,2,9
28684,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + habit_bin × marital_bin,7,2,9
28685,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + habit_bin × whitemom_bin,7,2,9
28686,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + habit_bin × mature_bin,7,2,9
28687,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + marital_bin × whitemom_bin,7,2,9
28688,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + marital_bin × mature_bin,7,2,9
28689,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin + whitemom_bin × mature_bin,7,2,9
28690,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + gained × marital_bin,7,2,9
28691,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + gained × whitemom_bin,7,2,9
28692,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + gained × mature_bin,7,2,9
28693,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + sex_bin × habit_bin,7,2,9
28694,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + sex_bin × marital_bin,7,2,9
28695,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + sex_bin × whitemom_bin,7,2,9
28696,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + sex_bin × mature_bin,7,2,9
28697,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + habit_bin × marital_bin,7,2,9
28698,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + habit_bin × whitemom_bin,7,2,9
28699,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + habit_bin × mature_bin,7,2,9
28700,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + marital_bin × whitemom_bin,7,2,9
28701,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + marital_bin × mature_bin,7,2,9
28702,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin + whitemom_bin × mature_bin,7,2,9
28703,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + gained × whitemom_bin,7,2,9
28704,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + gained × mature_bin,7,2,9
28705,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + sex_bin × habit_bin,7,2,9
28706,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + sex_bin × marital_bin,7,2,9
28707,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + sex_bin × whitemom_bin,7,2,9
28708,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + sex_bin × mature_bin,7,2,9
28709,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + habit_bin × marital_bin,7,2,9
28710,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + habit_bin × whitemom_bin,7,2,9
28711,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + habit_bin × mature_bin,7,2,9
28712,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + marital_bin × whitemom_bin,7,2,9
28713,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + marital_bin × mature_bin,7,2,9
28714,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin + whitemom_bin × mature_bin,7,2,9
28715,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + gained × mature_bin,7,2,9
28716,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + sex_bin × habit_bin,7,2,9
28717,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + sex_bin × marital_bin,7,2,9
28718,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + sex_bin × whitemom_bin,7,2,9
28719,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + sex_bin × mature_bin,7,2,9
28720,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + habit_bin × marital_bin,7,2,9
28721,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + habit_bin × whitemom_bin,7,2,9
28722,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + habit_bin × mature_bin,7,2,9
28723,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + marital_bin × whitemom_bin,7,2,9
28724,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + marital_bin × mature_bin,7,2,9
28725,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin + whitemom_bin × mature_bin,7,2,9
28726,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + sex_bin × habit_bin,7,2,9
28727,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + sex_bin × marital_bin,7,2,9
28728,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + sex_bin × whitemom_bin,7,2,9
28729,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + sex_bin × mature_bin,7,2,9
28730,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + habit_bin × marital_bin,7,2,9
28731,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + habit_bin × whitemom_bin,7,2,9
28732,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + habit_bin × mature_bin,7,2,9
28733,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + marital_bin × whitemom_bin,7,2,9
28734,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + marital_bin × mature_bin,7,2,9
28735,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin + whitemom_bin × mature_bin,7,2,9
28736,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + sex_bin × marital_bin,7,2,9
28737,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + sex_bin × whitemom_bin,7,2,9
28738,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + sex_bin × mature_bin,7,2,9
28739,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + habit_bin × marital_bin,7,2,9
28740,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + habit_bin × whitemom_bin,7,2,9
28741,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + habit_bin × mature_bin,7,2,9
28742,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + marital_bin × whitemom_bin,7,2,9
28743,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + marital_bin × mature_bin,7,2,9
28744,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × habit_bin + whitemom_bin × mature_bin,7,2,9
28745,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + sex_bin × whitemom_bin,7,2,9
28746,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + sex_bin × mature_bin,7,2,9
28747,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + habit_bin × marital_bin,7,2,9
28748,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + habit_bin × whitemom_bin,7,2,9
28749,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + habit_bin × mature_bin,7,2,9
28750,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + marital_bin × whitemom_bin,7,2,9
28751,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + marital_bin × mature_bin,7,2,9
28752,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin + whitemom_bin × mature_bin,7,2,9
28753,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + sex_bin × mature_bin,7,2,9
28754,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + habit_bin × marital_bin,7,2,9
28755,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + habit_bin × whitemom_bin,7,2,9
28756,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + habit_bin × mature_bin,7,2,9
28757,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + marital_bin × whitemom_bin,7,2,9
28758,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + marital_bin × mature_bin,7,2,9
28759,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin + whitemom_bin × mature_bin,7,2,9
28760,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + habit_bin × marital_bin,7,2,9
28761,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + habit_bin × whitemom_bin,7,2,9
28762,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + habit_bin × mature_bin,7,2,9
28763,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + marital_bin × whitemom_bin,7,2,9
28764,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + marital_bin × mature_bin,7,2,9
28765,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × mature_bin + whitemom_bin × mature_bin,7,2,9
28766,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × marital_bin + habit_bin × whitemom_bin,7,2,9
28767,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × marital_bin + habit_bin × mature_bin,7,2,9
28768,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × marital_bin + marital_bin × whitemom_bin,7,2,9
28769,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × marital_bin + marital_bin × mature_bin,7,2,9
28770,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × marital_bin + whitemom_bin × mature_bin,7,2,9
28771,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin + habit_bin × mature_bin,7,2,9
28772,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin + marital_bin × whitemom_bin,7,2,9
28773,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin + marital_bin × mature_bin,7,2,9
28774,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin + whitemom_bin × mature_bin,7,2,9
28775,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × mature_bin + marital_bin × whitemom_bin,7,2,9
28776,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × mature_bin + marital_bin × mature_bin,7,2,9
28777,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × mature_bin + whitemom_bin × mature_bin,7,2,9
28778,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin + marital_bin × mature_bin,7,2,9
28779,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin + whitemom_bin × mature_bin,7,2,9
28780,mage + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × mature_bin + whitemom_bin × mature_bin,7,2,9
28781,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,,7,0,7
28782,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained,7,1,8
28783,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin,7,1,8
28784,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × habit_bin,7,1,8
28785,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × marital_bin,7,1,8
28786,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × whitemom_bin,7,1,8
28787,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × mature_bin,7,1,8
28788,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × sex_bin,7,1,8
28789,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × habit_bin,7,1,8
28790,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × marital_bin,7,1,8
28791,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × whitemom_bin,7,1,8
28792,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,gained × mature_bin,7,1,8
28793,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × habit_bin,7,1,8
28794,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × marital_bin,7,1,8
28795,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × whitemom_bin,7,1,8
28796,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,sex_bin × mature_bin,7,1,8
28797,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × marital_bin,7,1,8
28798,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × whitemom_bin,7,1,8
28799,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,habit_bin × mature_bin,7,1,8
28800,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × whitemom_bin,7,1,8
28801,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,marital_bin × mature_bin,7,1,8
28802,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,whitemom_bin × mature_bin,7,1,8
28803,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + visits × sex_bin,7,2,9
28804,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + visits × habit_bin,7,2,9
28805,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + visits × marital_bin,7,2,9
28806,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + visits × whitemom_bin,7,2,9
28807,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + visits × mature_bin,7,2,9
28808,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + gained × sex_bin,7,2,9
28809,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + gained × habit_bin,7,2,9
28810,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + gained × marital_bin,7,2,9
28811,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + gained × whitemom_bin,7,2,9
28812,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + gained × mature_bin,7,2,9
28813,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + sex_bin × habit_bin,7,2,9
28814,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + sex_bin × marital_bin,7,2,9
28815,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + sex_bin × whitemom_bin,7,2,9
28816,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + sex_bin × mature_bin,7,2,9
28817,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + habit_bin × marital_bin,7,2,9
28818,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + habit_bin × whitemom_bin,7,2,9
28819,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + habit_bin × mature_bin,7,2,9
28820,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + marital_bin × whitemom_bin,7,2,9
28821,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + marital_bin × mature_bin,7,2,9
28822,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × gained + whitemom_bin × mature_bin,7,2,9
28823,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × habit_bin,7,2,9
28824,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × marital_bin,7,2,9
28825,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × whitemom_bin,7,2,9
28826,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + visits × mature_bin,7,2,9
28827,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + gained × sex_bin,7,2,9
28828,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + gained × habit_bin,7,2,9
28829,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + gained × marital_bin,7,2,9
28830,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + gained × whitemom_bin,7,2,9
28831,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + gained × mature_bin,7,2,9
28832,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + sex_bin × habit_bin,7,2,9
28833,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + sex_bin × marital_bin,7,2,9
28834,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + sex_bin × whitemom_bin,7,2,9
28835,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + sex_bin × mature_bin,7,2,9
28836,visits + gained + sex_bin + habit_bin + marital_bin + whitemom_bin + mature_bin,visits × sex_bin + habit_bin × marital_bin,7,2,9
